year,state,month,number,date
2002,SC,Outubro,42,2002-01-01
2003,SC,Outubro,669,2003-01-01
2004,SC,Outubro,704,2004-01-01
2005,SC,Outubro,197,2005-01-01
2006,SC,Outubro,269,2006-01-01
2007,SC,Outubro,35,2007-01-01
2008,SC,Outubro,56,2008-01-01
2009,SC,Outubro,252,2009-01-01
2010,SC,Outubro,76,2010-01-01
2011,SC,Outubro,102,2011-01-01
2012,SC,Outubro,34,2012-01-01
2013,SC,Outubro,107,2013-01-01
2014,SC,Outubro,122,2014-01-01
2015,SC,Outubro,21,2015-01-01
2016,SC,Outubro,56,2016-01-01
2017,SC,Outubro,51,2017-01-01
1998,SC,Novembro,21,1998-01-01
1999,SC,Novembro,84,1999-01-01
2000,SC,Novembro,19,2000-01-01
2001,SC,Novembro,66,2001-01-01
2002,SC,Novembro,348,2002-01-01
2003,SC,Novembro,347,2003-01-01
2004,SC,Novembro,279,2004-01-01
2005,SC,Novembro,384,2005-01-01
2006,SC,Novembro,45,2006-01-01
2007,SC,Novembro,26,2007-01-01
2008,SC,Novembro,16,2008-01-01
2009,SC,Novembro,61,2009-01-01
2010,SC,Novembro,88,2010-01-01
2011,SC,Novembro,79,2011-01-01
2012,SC,Novembro,72,2012-01-01
2013,SC,Novembro,84,2013-01-01
2014,SC,Novembro,43,2014-01-01
2015,SC,Novembro,9,2015-01-01
2016,SC,Novembro,156,2016-01-01
2017,SC,Novembro,152,2017-01-01
1998,SC,Dezembro,26,1998-01-01
1999,SC,Dezembro,89,1999-01-01
2000,SC,Dezembro,29,2000-01-01
2001,SC,Dezembro,45,2001-01-01
2002,SC,Dezembro,76,2002-01-01
2003,SC,Dezembro,129,2003-01-01
2004,SC,Dezembro,68,2004-01-01
2005,SC,Dezembro,17,2005-01-01
2006,SC,Dezembro,7,2006-01-01
2007,SC,Dezembro,17,2007-01-01
2008,SC,Dezembro,29,2008-01-01
2009,SC,Dezembro,20,2009-01-01
2010,SC,Dezembro,23,2010-01-01
2011,SC,Dezembro,24,2011-01-01
2012,SC,Dezembro,32,2012-01-01
2013,SC,Dezembro,74,2013-01-01
2014,SC,Dezembro,45,2014-01-01
2015,SC,Dezembro,19,2015-01-01
2016,SC,Dezembro,20,2016-01-01
1998,SP,Janeiro,0,1998-01-01
1999,SP,Janeiro,7,1999-01-01
2000,SP,Janeiro,36,2000-01-01
2001,SP,Janeiro,26,2001-01-01
2002,SP,Janeiro,19,2002-01-01
2003,SP,Janeiro,59,2003-01-01
2004,SP,Janeiro,37,2004-01-01
2005,SP,Janeiro,26,2005-01-01
2006,SP,Janeiro,76,2006-01-01
2007,SP,Janeiro,14,2007-01-01
2008,SP,Janeiro,34,2008-01-01
2009,SP,Janeiro,12,2009-01-01
2010,SP,Janeiro,45,2010-01-01
2011,SP,Janeiro,75,2011-01-01
2012,SP,Janeiro,38,2012-01-01
2013,SP,Janeiro,36,2013-01-01
2014,SP,Janeiro,99,2014-01-01
2015,SP,Janeiro,120,2015-01-01
2016,SP,Janeiro,85,2016-01-01
2017,SP,Janeiro,28,2017-01-01
1998,SP,Fevereiro,0,1998-01-01
1999,SP,Fevereiro,47,1999-01-01
2000,SP,Fevereiro,25,2000-01-01
2001,SP,Fevereiro,25,2001-01-01
2002,SP,Fevereiro,19,2002-01-01
2003,SP,Fevereiro,137,2003-01-01
2004,SP,Fevereiro,41,2004-01-01
2005,SP,Fevereiro,78,2005-01-01
2006,SP,Fevereiro,59,2006-01-01
2007,SP,Fevereiro,96,2007-01-01
2008,SP,Fevereiro,30,2008-01-01
2009,SP,Fevereiro,65,2009-01-01
2010,SP,Fevereiro,152,2010-01-01
2011,SP,Fevereiro,73,2011-01-01
2012,SP,Fevereiro,81,2012-01-01
2013,SP,Fevereiro,100,2013-01-01
2014,SP,Fevereiro,112,2014-01-01
2015,SP,Fevereiro,69,2015-01-01
2016,SP,Fevereiro,188,2016-01-01
2017,SP,Fevereiro,107,2017-01-01
1998,SP,Mar�o,0,1998-01-01
1999,SP,Mar�o,78,1999-01-01
2000,SP,Mar�o,26,2000-01-01
2001,SP,Mar�o,35,2001-01-01
2002,SP,Mar�o,111,2002-01-01
2003,SP,Mar�o,86,2003-01-01
2004,SP,Mar�o,73,2004-01-01
2005,SP,Mar�o,73,2005-01-01
2006,SP,Mar�o,106,2006-01-01
2007,SP,Mar�o,152,2007-01-01
2008,SP,Mar�o,72,2008-01-01
2009,SP,Mar�o,55,2009-01-01
2010,SP,Mar�o,111,2010-01-01
2011,SP,Mar�o,45,2011-01-01
2012,SP,Mar�o,99,2012-01-01
2013,SP,Mar�o,57,2013-01-01
2014,SP,Mar�o,75,2014-01-01
2015,SP,Mar�o,68,2015-01-01
2016,SP,Mar�o,82,2016-01-01
2017,SP,Mar�o,103,2017-01-01
1998,SP,Abril,0,1998-01-01
1999,SP,Abril,291,1999-01-01
2000,SP,Abril,102,2000-01-01
2001,SP,Abril,61,2001-01-01
2002,SP,Abril,178,2002-01-01
2003,SP,Abril,106,2003-01-01
2004,SP,Abril,36,2004-01-01
2005,SP,Abril,62,2005-01-01
2006,SP,Abril,63,2006-01-01
2007,SP,Abril,44,2007-01-01
2008,SP,Abril,84,2008-01-01
2009,SP,Abril,67,2009-01-01
2010,SP,Abril,91,2010-01-01
2011,SP,Abril,52,2011-01-01
2012,SP,Abril,82,2012-01-01
2013,SP,Abril,103,2013-01-01
2014,SP,Abril,103,2014-01-01
2015,SP,Abril,76,2015-01-01
2016,SP,Abril,307,2016-01-01
2017,SP,Abril,41,2017-01-01
1998,SP,Maio,0,1998-01-01
1999,SP,Maio,500,1999-01-01
2000,SP,Maio,300,2000-01-01
2001,SP,Maio,211,2001-01-01
2002,SP,Maio,319,2002-01-01
2003,SP,Maio,69,2003-01-01
2004,SP,Maio,60,2004-01-01
2005,SP,Maio,212,2005-01-01
2006,SP,Maio,88,2006-01-01
2007,SP,Maio,69,2007-01-01
2008,SP,Maio,40,2008-01-01
2009,SP,Maio,142,2009-01-01
2010,SP,Maio,150,2010-01-01
2011,SP,Maio,136,2011-01-01
2012,SP,Maio,82,2012-01-01
2013,SP,Maio,118,2013-01-01
2014,SP,Maio,181,2014-01-01
2015,SP,Maio,65,2015-01-01
2016,SP,Maio,139,2016-01-01
2017,SP,Maio,43,2017-01-01
1998,SP,Junho,451,1998-01-01
1999,SP,Junho,522,1999-01-01
2000,SP,Junho,606,2000-01-01
2001,SP,Junho,346,2001-01-01
2002,SP,Junho,562,2002-01-01
2003,SP,Junho,132,2003-01-01
2004,SP,Junho,231,2004-01-01
2005,SP,Junho,236,2005-01-01
2006,SP,Junho,97,2006-01-01
2007,SP,Junho,91,2007-01-01
2008,SP,Junho,25,2008-01-01
2009,SP,Junho,125,2009-01-01
2010,SP,Junho,143,2010-01-01
2011,SP,Junho,210,2011-01-01
2012,SP,Junho,30,2012-01-01
2013,SP,Junho,47,2013-01-01
2014,SP,Junho,331,2014-01-01
2015,SP,Junho,147,2015-01-01
2016,SP,Junho,197,2016-01-01
2017,SP,Junho,217,2017-01-01
1998,SP,Julho,596,1998-01-01
1999,SP,Julho,684,1999-01-01
2000,SP,Julho,770,2000-01-01
2001,SP,Julho,538,2001-01-01
2002,SP,Julho,448,2002-01-01
2003,SP,Julho,171,2003-01-01
2004,SP,Julho,342,2004-01-01
2005,SP,Julho,284,2005-01-01
2006,SP,Julho,245,2006-01-01
2007,SP,Julho,94,2007-01-01
2008,SP,Julho,126,2008-01-01
2009,SP,Julho,110,2009-01-01
2010,SP,Julho,600,2010-01-01
2011,SP,Julho,479,2011-01-01
2012,SP,Julho,179,2012-01-01
2013,SP,Julho,181,2013-01-01
2014,SP,Julho,476,2014-01-01
2015,SP,Julho,149,2015-01-01
2016,SP,Julho,687,2016-01-01
2017,SP,Julho,802,2017-01-01
1998,SP,Agosto,581,1998-01-01
1999,SP,Agosto,1211,1999-01-01
2000,SP,Agosto,915,2000-01-01
2001,SP,Agosto,595,2001-01-01
2002,SP,Agosto,719,2002-01-01
2003,SP,Agosto,934,2003-01-01
2004,SP,Agosto,794,2004-01-01
2005,SP,Agosto,522,2005-01-01
2006,SP,Agosto,572,2006-01-01
2007,SP,Agosto,470,2007-01-01
2008,SP,Agosto,153,2008-01-01
2009,SP,Agosto,289,2009-01-01
2010,SP,Agosto,1809,2010-01-01
2011,SP,Agosto,1067,2011-01-01
2012,SP,Agosto,435,2012-01-01
2013,SP,Agosto,497,2013-01-01
2014,SP,Agosto,1458,2014-01-01
2015,SP,Agosto,643,2015-01-01
2016,SP,Agosto,797,2016-01-01
2017,SP,Agosto,981,2017-01-01
1998,SP,Setembro,525,1998-01-01
1999,SP,Setembro,911,1999-01-01
2000,SP,Setembro,582,2000-01-01
2001,SP,Setembro,425,2001-01-01
2002,SP,Setembro,302,2002-01-01
2003,SP,Setembro,977,2003-01-01
2004,SP,Setembro,809,2004-01-01
2005,SP,Setembro,231,2005-01-01
2006,SP,Setembro,694,2006-01-01
2007,SP,Setembro,495,2007-01-01
2008,SP,Setembro,486,2008-01-01
2009,SP,Setembro,116,2009-01-01
2010,SP,Setembro,1677,2010-01-01
2011,SP,Setembro,1108,2011-01-01
2012,SP,Setembro,813,2012-01-01
2013,SP,Setembro,560,2013-01-01
2014,SP,Setembro,882,2014-01-01
2015,SP,Setembro,368,2015-01-01
2016,SP,Setembro,490,2016-01-01
2017,SP,Setembro,2868,2017-01-01
1998,SP,Outubro,434,1998-01-01
1999,SP,Outubro,763,1999-01-01
2000,SP,Outubro,647,2000-01-01
2001,SP,Outubro,444,2001-01-01
2002,SP,Outubro,733,2002-01-01
2003,SP,Outubro,422,2003-01-01
2004,SP,Outubro,195,2004-01-01
2005,SP,Outubro,221,2005-01-01
2006,SP,Outubro,153,2006-01-01
2007,SP,Outubro,281,2007-01-01
2008,SP,Outubro,87,2008-01-01
2009,SP,Outubro,64,2009-01-01
2010,SP,Outubro,260,2010-01-01
2011,SP,Outubro,188,2011-01-01
2012,SP,Outubro,206,2012-01-01
2013,SP,Outubro,127,2013-01-01
2014,SP,Outubro,887,2014-01-01
2015,SP,Outubro,213,2015-01-01
2016,SP,Outubro,177,2016-01-01
2017,SP,Outubro,179,2017-01-01
1998,SP,Novembro,488,1998-01-01
1999,SP,Novembro,398,1999-01-01
2000,SP,Novembro,96,2000-01-01
2001,SP,Novembro,168,2001-01-01
2002,SP,Novembro,72,2002-01-01
2003,SP,Novembro,155,2003-01-01
2004,SP,Novembro,144,2004-01-01
2005,SP,Novembro,163,2005-01-01
2006,SP,Novembro,43,2006-01-01
2007,SP,Novembro,50,2007-01-01
2008,SP,Novembro,20,2008-01-01
2009,SP,Novembro,83,2009-01-01
2010,SP,Novembro,104,2010-01-01
2011,SP,Novembro,87,2011-01-01
2012,SP,Novembro,50,2012-01-01
2013,SP,Novembro,120,2013-01-01
2014,SP,Novembro,56,2014-01-01
2015,SP,Novembro,21,2015-01-01
2016,SP,Novembro,39,2016-01-01
2017,SP,Novembro,37,2017-01-01
1998,SP,Dezembro,121,1998-01-01
1999,SP,Dezembro,47,1999-01-01
2000,SP,Dezembro,23,2000-01-01
2001,SP,Dezembro,52,2001-01-01
2002,SP,Dezembro,57,2002-01-01
2003,SP,Dezembro,58,2003-01-01
2004,SP,Dezembro,102,2004-01-01
2005,SP,Dezembro,15,2005-01-01
2006,SP,Dezembro,13,2006-01-01
2007,SP,Dezembro,21,2007-01-01
2008,SP,Dezembro,36,2008-01-01
2009,SP,Dezembro,37,2009-01-01
2010,SP,Dezembro,52,2010-01-01
2011,SP,Dezembro,53,2011-01-01
2012,SP,Dezembro,64,2012-01-01
2013,SP,Dezembro,109,2013-01-01
2014,SP,Dezembro,57,2014-01-01
2015,SP,Dezembro,45,2015-01-01
2016,SP,Dezembro,47,2016-01-01
1998,SE,Janeiro,0,1998-01-01
1999,SE,Janeiro,36,1999-01-01
2000,SE,Janeiro,1,2000-01-01
2001,SE,Janeiro,2,2001-01-01
2002,SE,Janeiro,1,2002-01-01
2003,SE,Janeiro,198,2003-01-01
2004,SE,Janeiro,16,2004-01-01
2005,SE,Janeiro,80,2005-01-01
2006,SE,Janeiro,36,2006-01-01
2007,SE,Janeiro,56,2007-01-01
2008,SE,Janeiro,100,2008-01-01
2009,SE,Janeiro,60,2009-01-01
2010,SE,Janeiro,29,2010-01-01
2011,SE,Janeiro,36,2011-01-01
2012,SE,Janeiro,39,2012-01-01
2013,SE,Janeiro,34,2013-01-01
2014,SE,Janeiro,20,2014-01-01
2015,SE,Janeiro,44,2015-01-01
2016,SE,Janeiro,9,2016-01-01
2017,SE,Janeiro,31,2017-01-01
1998,SE,Fevereiro,0,1998-01-01
1999,SE,Fevereiro,25,1999-01-01
2000,SE,Fevereiro,6,2000-01-01
2001,SE,Fevereiro,2,2001-01-01
2002,SE,Fevereiro,6,2002-01-01
2003,SE,Fevereiro,50,2003-01-01
2004,SE,Fevereiro,10,2004-01-01
2005,SE,Fevereiro,19,2005-01-01
2006,SE,Fevereiro,36,2006-01-01
2007,SE,Fevereiro,22,2007-01-01
2008,SE,Fevereiro,67,2008-01-01
2009,SE,Fevereiro,64,2009-01-01
2010,SE,Fevereiro,33,2010-01-01
2011,SE,Fevereiro,31,2011-01-01
2012,SE,Fevereiro,34,2012-01-01
2013,SE,Fevereiro,47,2013-01-01
2014,SE,Fevereiro,18,2014-01-01
2015,SE,Fevereiro,40,2015-01-01
2016,SE,Fevereiro,22,2016-01-01
2017,SE,Fevereiro,18,2017-01-01
1998,SE,Mar�o,0,1998-01-01
1999,SE,Mar�o,18,1999-01-01
2000,SE,Mar�o,6,2000-01-01
2001,SE,Mar�o,1,2001-01-01
2002,SE,Mar�o,7,2002-01-01
2003,SE,Mar�o,62,2003-01-01
2004,SE,Mar�o,36,2004-01-01
2005,SE,Mar�o,28,2005-01-01
2006,SE,Mar�o,41,2006-01-01
2007,SE,Mar�o,2,2007-01-01
2008,SE,Mar�o,43,2008-01-01
2009,SE,Mar�o,29,2009-01-01
2010,SE,Mar�o,44,2010-01-01
2011,SE,Mar�o,47,2011-01-01
2012,SE,Mar�o,71,2012-01-01
2013,SE,Mar�o,67,2013-01-01
2014,SE,Mar�o,33,2014-01-01
2015,SE,Mar�o,49,2015-01-01
2016,SE,Mar�o,26,2016-01-01
2017,SE,Mar�o,16,2017-01-01
1998,SE,Abril,0,1998-01-01
1999,SE,Abril,6,1999-01-01
2000,SE,Abril,1,2000-01-01
2001,SE,Abril,0,2001-01-01
2002,SE,Abril,12,2002-01-01
2003,SE,Abril,48,2003-01-01
2004,SE,Abril,13,2004-01-01
2005,SE,Abril,8,2005-01-01
2006,SE,Abril,9,2006-01-01
2007,SE,Abril,1,2007-01-01
2008,SE,Abril,2,2008-01-01
2009,SE,Abril,19,2009-01-01
2010,SE,Abril,1,2010-01-01
2011,SE,Abril,12,2011-01-01
2012,SE,Abril,40,2012-01-01
2013,SE,Abril,15,2013-01-01
2014,SE,Abril,7,2014-01-01
2015,SE,Abril,35,2015-01-01
2016,SE,Abril,14,2016-01-01
2017,SE,Abril,8,2017-01-01
1998,SE,Maio,0,1998-01-01
1999,SE,Maio,0,1999-01-01
2000,SE,Maio,0,2000-01-01
2001,SE,Maio,3,2001-01-01
2002,SE,Maio,0,2002-01-01
2003,SE,Maio,2,2003-01-01
2004,SE,Maio,5,2004-01-01
2005,SE,Maio,0,2005-01-01
2006,SE,Maio,0,2006-01-01
2007,SE,Maio,0,2007-01-01
2008,SE,Maio,0,2008-01-01
2009,SE,Maio,0,2009-01-01
2010,SE,Maio,0,2010-01-01
2011,SE,Maio,0,2011-01-01
2012,SE,Maio,17,2012-01-01
2013,SE,Maio,1,2013-01-01
2014,SE,Maio,1,2014-01-01
2015,SE,Maio,11,2015-01-01
2016,SE,Maio,9,2016-01-01
2017,SE,Maio,1,2017-01-01
1998,SE,Junho,0,1998-01-01
1999,SE,Junho,0,1999-01-01
2000,SE,Junho,0,2000-01-01
2001,SE,Junho,0,2001-01-01
2002,SE,Junho,0,2002-01-01
2003,SE,Junho,0,2003-01-01
2004,SE,Junho,0,2004-01-01
2005,SE,Junho,0,2005-01-01
2006,SE,Junho,0,2006-01-01
2007,SE,Junho,0,2007-01-01
2008,SE,Junho,0,2008-01-01
2009,SE,Junho,2,2009-01-01
2010,SE,Junho,0,2010-01-01
2011,SE,Junho,1,2011-01-01
2012,SE,Junho,3,2012-01-01
2013,SE,Junho,1,2013-01-01
2014,SE,Junho,0,2014-01-01
2015,SE,Junho,3,2015-01-01
2016,SE,Junho,1,2016-01-01
2017,SE,Junho,0,2017-01-01
1998,SE,Julho,0,1998-01-01
1999,SE,Julho,0,1999-01-01
2000,SE,Julho,0,2000-01-01
2001,SE,Julho,0,2001-01-01
2002,SE,Julho,0,2002-01-01
2003,SE,Julho,0,2003-01-01
2004,SE,Julho,0,2004-01-01
2005,SE,Julho,0,2005-01-01
2006,SE,Julho,0,2006-01-01
2007,SE,Julho,0,2007-01-01
2008,SE,Julho,0,2008-01-01
2009,SE,Julho,0,2009-01-01
2010,SE,Julho,0,2010-01-01
2011,SE,Julho,0,2011-01-01
2012,SE,Julho,1,2012-01-01
2013,SE,Julho,0,2013-01-01
2014,SE,Julho,0,2014-01-01
2015,SE,Julho,0,2015-01-01
2016,SE,Julho,0,2016-01-01
2017,SE,Julho,0,2017-01-01
1998,SE,Agosto,0,1998-01-01
1999,SE,Agosto,0,1999-01-01
2000,SE,Agosto,0,2000-01-01
2001,SE,Agosto,0,2001-01-01
2002,SE,Agosto,2,2002-01-01
2003,SE,Agosto,0,2003-01-01
2004,SE,Agosto,0,2004-01-01
2005,SE,Agosto,0,2005-01-01
2006,SE,Agosto,0,2006-01-01
2007,SE,Agosto,0,2007-01-01
2008,SE,Agosto,0,2008-01-01
2009,SE,Agosto,0,2009-01-01
2010,SE,Agosto,0,2010-01-01
2011,SE,Agosto,1,2011-01-01
2012,SE,Agosto,0,2012-01-01
2013,SE,Agosto,0,2013-01-01
2014,SE,Agosto,0,2014-01-01
2015,SE,Agosto,0,2015-01-01
2016,SE,Agosto,6,2016-01-01
2017,SE,Agosto,0,2017-01-01
1998,SE,Setembro,0,1998-01-01
1999,SE,Setembro,0,1999-01-01
2000,SE,Setembro,0,2000-01-01
2001,SE,Setembro,1,2001-01-01
2002,SE,Setembro,0,2002-01-01
2003,SE,Setembro,3,2003-01-01
2004,SE,Setembro,0,2004-01-01
2005,SE,Setembro,2,2005-01-01
2006,SE,Setembro,0,2006-01-01
2007,SE,Setembro,0,2007-01-01
2008,SE,Setembro,0,2008-01-01
2009,SE,Setembro,1,2009-01-01
2010,SE,Setembro,0,2010-01-01
2011,SE,Setembro,0,2011-01-01
2012,SE,Setembro,1,2012-01-01
2013,SE,Setembro,1,2013-01-01
2014,SE,Setembro,4,2014-01-01
2015,SE,Setembro,1,2015-01-01
2016,SE,Setembro,2,2016-01-01
2017,SE,Setembro,0,2017-01-01
1998,SE,Outubro,0,1998-01-01
1999,SE,Outubro,0,1999-01-01
2000,SE,Outubro,3,2000-01-01
2001,SE,Outubro,5,2001-01-01
2002,SE,Outubro,20,2002-01-01
2003,SE,Outubro,2,2003-01-01
2004,SE,Outubro,3,2004-01-01
2005,SE,Outubro,11,2005-01-01
2006,SE,Outubro,3,2006-01-01
2007,SE,Outubro,3,2007-01-01
2008,SE,Outubro,0,2008-01-01
2009,SE,Outubro,1,2009-01-01
2010,SE,Outubro,1,2010-01-01
2011,SE,Outubro,5,2011-01-01
2012,SE,Outubro,1,2012-01-01
2013,SE,Outubro,3,2013-01-01
2014,SE,Outubro,3,2014-01-01
2015,SE,Outubro,6,2015-01-01
2016,SE,Outubro,10,2016-01-01
2017,SE,Outubro,0,2017-01-01
1998,SE,Novembro,12,1998-01-01
1999,SE,Novembro,3,1999-01-01
2000,SE,Novembro,0,2000-01-01
2001,SE,Novembro,5,2001-01-01
2002,SE,Novembro,57,2002-01-01
2003,SE,Novembro,2,2003-01-01
2004,SE,Novembro,41,2004-01-01
2005,SE,Novembro,23,2005-01-01
2006,SE,Novembro,5,2006-01-01
2007,SE,Novembro,7,2007-01-01
2008,SE,Novembro,17,2008-01-01
2009,SE,Novembro,9,2009-01-01
2010,SE,Novembro,16,2010-01-01
2011,SE,Novembro,4,2011-01-01
2012,SE,Novembro,6,2012-01-01
2013,SE,Novembro,7,2013-01-01
2014,SE,Novembro,9,2014-01-01
2015,SE,Novembro,47,2015-01-01
2016,SE,Novembro,17,2016-01-01
2017,SE,Novembro,1,2017-01-01
1998,SE,Dezembro,8,1998-01-01
1999,SE,Dezembro,5,1999-01-01
2000,SE,Dezembro,0,2000-01-01
2001,SE,Dezembro,5,2001-01-01
2002,SE,Dezembro,103,2002-01-01
2003,SE,Dezembro,36,2003-01-01
2004,SE,Dezembro,66,2004-01-01
2005,SE,Dezembro,29,2005-01-01
2006,SE,Dezembro,17,2006-01-01
2007,SE,Dezembro,33,2007-01-01
2008,SE,Dezembro,14,2008-01-01
2009,SE,Dezembro,21,2009-01-01
2010,SE,Dezembro,19,2010-01-01
2011,SE,Dezembro,36,2011-01-01
2012,SE,Dezembro,18,2012-01-01
2013,SE,Dezembro,9,2013-01-01
2014,SE,Dezembro,9,2014-01-01
2015,SE,Dezembro,63,2015-01-01
2016,SE,Dezembro,36,2016-01-01
1998,TO,Janeiro,0,1998-01-01
1999,TO,Janeiro,36,1999-01-01
2000,TO,Janeiro,15,2000-01-01
2001,TO,Janeiro,19,2001-01-01
2002,TO,Janeiro,35,2002-01-01
2003,TO,Janeiro,35,2003-01-01
2004,TO,Janeiro,40,2004-01-01
2005,TO,Janeiro,66,2005-01-01
2006,TO,Janeiro,91,2006-01-01
2007,TO,Janeiro,34,2007-01-01
2008,TO,Janeiro,28,2008-01-01
2009,TO,Janeiro,43,2009-01-01
2010,TO,Janeiro,79,2010-01-01
2011,TO,Janeiro,14,2011-01-01
2012,TO,Janeiro,12,2012-01-01
2013,TO,Janeiro,50,2013-01-01
2014,TO,Janeiro,89,2014-01-01
2015,TO,Janeiro,186,2015-01-01
2016,TO,Janeiro,42,2016-01-01
2017,TO,Janeiro,61,2017-01-01
1998,TO,Fevereiro,0,1998-01-01
1999,TO,Fevereiro,1,1999-01-01
2000,TO,Fevereiro,6,2000-01-01
2001,TO,Fevereiro,6,2001-01-01
2002,TO,Fevereiro,48,2002-01-01
2003,TO,Fevereiro,15,2003-01-01
2004,TO,Fevereiro,7,2004-01-01
2005,TO,Fevereiro,27,2005-01-01
2006,TO,Fevereiro,14,2006-01-01
2007,TO,Fevereiro,8,2007-01-01
2008,TO,Fevereiro,6,2008-01-01
2009,TO,Fevereiro,21,2009-01-01
2010,TO,Fevereiro,32,2010-01-01
2011,TO,Fevereiro,13,2011-01-01
2012,TO,Fevereiro,45,2012-01-01
2013,TO,Fevereiro,37,2013-01-01
2014,TO,Fevereiro,73,2014-01-01
2015,TO,Fevereiro,65,2015-01-01
2016,TO,Fevereiro,383,2016-01-01
2017,TO,Fevereiro,25,2017-01-01
1998,TO,Mar�o,0,1998-01-01
1999,TO,Mar�o,1,1999-01-01
2000,TO,Mar�o,4,2000-01-01
2001,TO,Mar�o,0,2001-01-01
2002,TO,Mar�o,33,2002-01-01
2003,TO,Mar�o,19,2003-01-01
2004,TO,Mar�o,23,2004-01-01
2005,TO,Mar�o,13,2005-01-01
2006,TO,Mar�o,11,2006-01-01
2007,TO,Mar�o,99,2007-01-01
2008,TO,Mar�o,4,2008-01-01
2009,TO,Mar�o,23,2009-01-01
2010,TO,Mar�o,120,2010-01-01
2011,TO,Mar�o,16,2011-01-01
2012,TO,Mar�o,80,2012-01-01
2013,TO,Mar�o,60,2013-01-01
2014,TO,Mar�o,58,2014-01-01
2015,TO,Mar�o,85,2015-01-01
2016,TO,Mar�o,165,2016-01-01
2017,TO,Mar�o,98,2017-01-01
1998,TO,Abril,0,1998-01-01
1999,TO,Abril,9,1999-01-01
2000,TO,Abril,0,2000-01-01
2001,TO,Abril,19,2001-01-01
2002,TO,Abril,37,2002-01-01
2003,TO,Abril,64,2003-01-01
2004,TO,Abril,52,2004-01-01
2005,TO,Abril,52,2005-01-01
2006,TO,Abril,4,2006-01-01
2007,TO,Abril,22,2007-01-01
2008,TO,Abril,46,2008-01-01
2009,TO,Abril,5,2009-01-01
2010,TO,Abril,419,2010-01-01
2011,TO,Abril,106,2011-01-01
2012,TO,Abril,226,2012-01-01
2013,TO,Abril,130,2013-01-01
2014,TO,Abril,187,2014-01-01
2015,TO,Abril,88,2015-01-01
2016,TO,Abril,369,2016-01-01
2017,TO,Abril,164,2017-01-01
1998,TO,Maio,0,1998-01-01
1999,TO,Maio,24,1999-01-01
2000,TO,Maio,69,2000-01-01
2001,TO,Maio,48,2001-01-01
2002,TO,Maio,138,2002-01-01
2003,TO,Maio,96,2003-01-01
2004,TO,Maio,350,2004-01-01
2005,TO,Maio,236,2005-01-01
2006,TO,Maio,35,2006-01-01
2007,TO,Maio,250,2007-01-01
2008,TO,Maio,81,2008-01-01
2009,TO,Maio,91,2009-01-01
2010,TO,Maio,580,2010-01-01
2011,TO,Maio,354,2011-01-01
2012,TO,Maio,467,2012-01-01
2013,TO,Maio,373,2013-01-01
2014,TO,Maio,618,2014-01-01
2015,TO,Maio,512,2015-01-01
2016,TO,Maio,778,2016-01-01
2017,TO,Maio,576,2017-01-01
1998,TO,Junho,252,1998-01-01
1999,TO,Junho,113,1999-01-01
2000,TO,Junho,278,2000-01-01
2001,TO,Junho,305,2001-01-01
2002,TO,Junho,396,2002-01-01
2003,TO,Junho,329,2003-01-01
2004,TO,Junho,1079,2004-01-01
2005,TO,Junho,669,2005-01-01
2006,TO,Junho,289,2006-01-01
2007,TO,Junho,591,2007-01-01
2008,TO,Junho,282,2008-01-01
2009,TO,Junho,421,2009-01-01
2010,TO,Junho,767,2010-01-01
2011,TO,Junho,717,2011-01-01
2012,TO,Junho,922,2012-01-01
2013,TO,Junho,873,2013-01-01
2014,TO,Junho,1372,2014-01-01
2015,TO,Junho,115,2015-01-01
2016,TO,Junho,1148,2016-01-01
2017,TO,Junho,132,2017-01-01
1998,TO,Julho,640,1998-01-01
1999,TO,Julho,373,1999-01-01
2000,TO,Julho,500,2000-01-01
2001,TO,Julho,830,2001-01-01
2002,TO,Julho,976,2002-01-01
2003,TO,Julho,762,2003-01-01
2004,TO,Julho,1389,2004-01-01
2005,TO,Julho,1082,2005-01-01
2006,TO,Julho,430,2006-01-01
2007,TO,Julho,982,2007-01-01
2008,TO,Julho,441,2008-01-01
2009,TO,Julho,989,2009-01-01
2010,TO,Julho,2408,2010-01-01
2011,TO,Julho,1001,2011-01-01
2012,TO,Julho,1693,2012-01-01
2013,TO,Julho,1393,2013-01-01
2014,TO,Julho,1404,2014-01-01
2015,TO,Julho,1217,2015-01-01
2016,TO,Julho,2737,2016-01-01
2017,TO,Julho,2397,2017-01-01
1998,TO,Agosto,3747,1998-01-01
1999,TO,Agosto,1284,1999-01-01
2000,TO,Agosto,1949,2000-01-01
2001,TO,Agosto,2242,2001-01-01
2002,TO,Agosto,3027,2002-01-01
2003,TO,Agosto,1339,2003-01-01
2004,TO,Agosto,1776,2004-01-01
2005,TO,Agosto,184,2005-01-01
2006,TO,Agosto,1277,2006-01-01
2007,TO,Agosto,4747,2007-01-01
2008,TO,Agosto,845,2008-01-01
2009,TO,Agosto,1124,2009-01-01
2010,TO,Agosto,7865,2010-01-01
2011,TO,Agosto,1668,2011-01-01
2012,TO,Agosto,428,2012-01-01
2013,TO,Agosto,181,2013-01-01
2014,TO,Agosto,2917,2014-01-01
2015,TO,Agosto,254,2015-01-01
2016,TO,Agosto,3213,2016-01-01
2017,TO,Agosto,3536,2017-01-01
1998,TO,Setembro,5149,1998-01-01
